Season,Name,Team,G,PA,wOBA,wRCplus,BsR,Off,Def,WAR,Age,playerid
1935,Alex Kampouris,Reds,148,545,0.302,76,1.5,-15.2,-7.3,-0.4,22,1006685
1936,Alex Kampouris,Reds,122,388,0.29,67,0.5,-15.8,7.6,0.5,23,1006685
1934,Alex Kampouris,Reds,19,72,0.229,28,0.4,-6.3,-0.5,-0.4,21,1006685
1948,Alex Kellner,Athletics,13,5,0,-100,0,-1.4,0.3,-0.1,23,1006785
1948,Alex Konikowski,Giants,22,5,0.371,114,0,0.1,0.3,0.1,20,1007095
2011,Alex Liddi,Mariners,15,44,0.353,128,0.4,1.8,-0.1,0.3,22,5411
2012,Alex Liddi,Mariners,38,126,0.277,78,-0.4,-3.7,-0.4,0,23,5411
1910,Alex Malloy,Browns,7,17,0.1,-40,-0.1,-2.5,0.7,-0.1,23,1008024
1911,Alex McCarthy,Pirates,50,172,0.307,78,-0.3,-5.2,9,1,23,1008364
1910,Alex McCarthy,Pirates,3,12,0.151,-7,0,-1.5,0.2,-0.1,22,1008364
1926,Alex Metzler,Athletics,20,75,0.29,57,0.2,-4.1,-0.7,-0.2,23,1008814
1925,Alex Metzler,Cubs,9,42,0.232,21,0.1,-4.5,-0.2,-0.3,22,1008814
1940,Alex Monchak,Phillies,19,14,0.132,-33,0.2,-2.1,-0.4,-0.2,20,1009050
1995,Alex Ochoa,Mets,11,39,0.301,80,0.2,-0.8,0.6,0.1,23,700
1938,Alex Pitko,Phillies,7,24,0.373,123,0.2,0.9,-2.3,-0.1,23,1010371
1998,Alex Ramirez,Indians,3,8,0.112,-48,0,-1.5,-0.1,-0.1,23,1010668
2004,Alex Rios,Blue Jays,111,460,0.319,87,0.9,-6.8,11,1.9,23,2090
1996,Alex Rodriguez,Mariners,146,677,0.443,159,1,56,15.8,9.2,20,1274
1999,Alex Rodriguez,Mariners,129,572,0.395,136,1,28.9,1.9,4.7,23,1274
1998,Alex Rodriguez,Mariners,161,748,0.394,135,3.6,37.8,16.5,7.9,22,1274
1997,Alex Rodriguez,Mariners,141,638,0.368,119,3.3,18.8,2.5,4.3,21,1274
1995,Alex Rodriguez,Mariners,48,149,0.292,69,-0.1,-6.2,-2,-0.3,19,1274
1994,Alex Rodriguez,Mariners,17,59,0.208,15,0.6,-6,0.9,-0.3,18,1274
2010,Alex Sanabia,Marlins,15,26,0.071,-72,0,-5.4,2.6,-0.2,21,5350
2011,Alex Sanabia,Marlins,3,4,0,-100,0,-1,0.4,-0.1,22,5350
1976,Alex Taveras,Astros,14,48,0.223,40,-0.6,-3.7,2.5,0,20,1012851
1979,Alex Trevino,Mets,79,232,0.306,89,-0.3,-3.3,0.6,0.5,21,1013180
1981,Alex Trevino,Mets,56,165,0.284,77,0.6,-3.5,3.3,0.5,23,1013180
1978,Alex Trevino,Mets,6,13,0.265,66,0,-0.5,1.2,0.1,20,1013180
1980,Alex Trevino,Mets,106,376,0.262,61,-1.2,-17.5,13,0.7,22,1013180
2012,Alex White,Rockies,28,33,0.246,33,0,-2.6,3.5,0.2,23,10054
2011,Alex White,Rockies,7,14,0.098,-67,0,-2.7,1.3,-0.1,22,10054
2014,Alex Wood,Braves,35,48,0.094,-50,0,-8.1,4.9,-0.2,23,13781
2013,Alex Wood,Braves,31,22,0,-100,0,-5.4,2.2,-0.3,22,13781
1873,Alexander Nevin,Resolutes,13,53,0.224,62,0.1,-4.3,-2.7,-0.4,22,1009528
2012,Alexi Amarista,- - -,106,300,0.288,85,1.7,-3.7,-1.7,0.4,23,9063
2011,Alexi Amarista,Angels,23,56,0.189,14,-0.6,-6.2,-1.8,-0.7,22,9063
2006,Alexi Casilla,Twins,9,6,0.384,134,-0.3,0,0.2,0,21,5248
2008,Alexi Casilla,Twins,98,437,0.315,90,3.2,-2,1.4,1.4,23,5248
2007,Alexi Casilla,Twins,56,204,0.234,35,1.2,-15.4,-3.3,-1.1,22,5248
2002,Alexis Gomez,Royals,5,10,0.178,-8,0,-1.3,-0.4,-0.1,23,1501
1999,Alfonso Soriano,Yankees,9,8,0.245,38,-0.5,-1.1,-1.6,-0.2,23,847
1978,Alfredo Griffin,Indians,5,6,0.606,291,0,1.3,0.1,0.2,20,1005036
1979,Alfredo Griffin,Blue Jays,153,689,0.316,87,-2.3,-13.6,12.1,2.2,21,1005036
1980,Alfredo Griffin,Blue Jays,155,696,0.282,66,-5.5,-33.2,7.4,-0.3,22,1005036
1981,Alfredo Griffin,Blue Jays,101,414,0.243,44,-2.8,-27.8,-0.7,-1.7,23,1005036
1976,Alfredo Griffin,Indians,12,4,0.232,44,-0.4,-0.6,-0.4,-0.1,18,1005036
1977,Alfredo Griffin,Indians,14,44,0.18,2,-0.4,-5.5,1.6,-0.3,19,1005036
1917,Allan Russell,Yankees,30,36,0.384,139,-0.2,1.2,1.6,0.5,23,1011310
1915,Allan Russell,Yankees,5,9,0.24,44,0,-0.6,0.4,0,21,1011310
1916,Allan Russell,Yankees,35,57,0.123,-28,-0.1,-7.7,2.6,-0.4,22,1011310
1912,Allan Travers,Tigers,1,3,0,-100,0,-0.8,0.2,-0.1,20,1013160
1920,Allen Conkwright,Tigers,5,8,0.395,122,0,0.3,0.3,0.1,23,1002503
2001,Allen Levrault,Brewers,32,41,0.071,-71,0,-9.2,4.4,-0.3,23,925
2000,Allen Levrault,Brewers,5,3,0,-100,0,-0.9,0.3,0,22,925
1914,Allen Sothoron,Browns,1,2,0,-100,0,-0.4,0.1,0,21,1012288
1915,Allen Sothoron,Browns,3,1,0,-100,0,-0.2,0,0,22,1012288
1993,Allen Watson,Cardinals,16,28,0.269,61,0,-1.3,2.7,0.2,22,1013675
1994,Allen Watson,Cardinals,22,46,0.192,7,0,-5.5,4.9,0.1,23,1013675
1906,Allie Strobel,Beaneaters,100,360,0.268,69,-1.7,-13.7,-4.7,-0.8,22,1012625
1905,Allie Strobel,Beaneaters,5,21,0.101,-28,-0.1,-3.2,0.1,-0.3,21,1012625
1920,Allie Watt,Senators,1,1,1.346,671,0,0.7,0,0.1,20,1013683
1987,Alonzo Powell,Expos,14,46,0.256,51,0,-2.9,-2.4,-0.4,22,1010480
1931,Alta Cohen,Robins,1,3,0.622,274,0,0.7,0,0.1,22,1002399
1932,Alta Cohen,Dodgers,9,36,0.205,16,0,-3.9,-0.3,-0.3,23,1002399
1985,Alvaro Espinoza,Twins,32,62,0.267,58,-0.4,-3.5,2.2,0.1,23,1003828
1984,Alvin Davis,Mariners,152,678,0.389,140,-0.6,30.9,-1.5,5.3,23,1003033
1962,Amado Samuel,Braves,76,224,0.245,48,-0.8,-15.3,-3.6,-1.1,23,1011398
1997,Amaury Telemaco,Cubs,10,10,0.251,41,0,-0.7,1.1,0.1,23,1802
1996,Amaury Telemaco,Cubs,25,34,0.114,-48,0,-6.4,3.7,-0.2,22,1802
1904,Ambrose Puttmann,Highlanders,9,19,0.357,125,-0.1,0.4,0.7,0.2,23,1010578
1903,Ambrose Puttmann,Highlanders,3,7,0.194,16,0,-0.7,0.4,0,22,1010578
1936,Amby Murray,Bees,4,4,0.234,36,0,-0.3,0.3,0,23,1009380
1970,Amos Otis,Royals,159,700,0.348,115,6,18.1,-3.9,3.7,23,1009893
1967,Amos Otis,Mets,19,66,0.257,64,-1.4,-4,-4.1,-0.6,20,1009893
1969,Amos Otis,Mets,48,102,0.187,12,0.2,-10.1,1.6,-0.6,22,1009893
1894,Amos Rusie,Giants,56,192,0.316,65,-0.5,-13.5,9.8,0.4,23,1011308
1890,Amos Rusie,Giants,73,292,0.315,90,-1.4,-5.8,-0.8,0.3,19,1011308
1893,Amos Rusie,Giants,56,216,0.301,69,-1.5,-12.7,7.5,0.3,22,1011308
1891,Amos Rusie,Giants,62,223,0.26,62,-1.3,-14,-0.1,-0.5,20,1011308
1892,Amos Rusie,Giants,70,259,0.238,56,-0.7,-16.7,-0.2,-0.6,21,1011308
1889,Amos Rusie,Hoosiers,33,106,0.202,24,-0.1,-13.2,7,-0.1,18,1011308
1912,Amos Strunk,Athletics,122,487,0.368,122,2,14.8,6.5,3.8,23,1012634
1910,Amos Strunk,Athletics,16,52,0.364,136,0.3,2.2,1.7,0.6,21,1012634
1911,Amos Strunk,Athletics,74,269,0.341,100,0.4,0.3,-3.1,0.7,22,1012634
1908,Amos Strunk,Athletics,12,40,0.291,90,-0.3,-0.7,-0.3,0,19,1012634
1909,Amos Strunk,Athletics,11,36,0.128,-15,0.3,-3.9,-0.2,-0.4,20,1012634
2006,Anderson Hernandez,Mets,25,67,0.175,-4,-0.2,-9.3,1.3,-0.6,23,3366
2005,Anderson Hernandez,Mets,6,19,0.084,-62,-0.3,-4.2,0.8,-0.3,22,3366
1977,Andre Dawson,Expos,139,566,0.347,113,1.7,10.6,5.1,3.5,22,1003091
1978,Andre Dawson,Expos,157,660,0.33,107,1.5,6.8,10.2,4,23,1003091
1976,Andre Dawson,Expos,24,92,0.268,60,-0.6,-4.7,-2.6,-0.5,21,1003091
1981,Andre Robertson,Yankees,10,19,0.263,66,-0.2,-0.9,2.3,0.2,23,1011021
1957,Andre Rodgers,Giants,32,97,0.321,94,0.1,-0.6,1.2,0.4,22,1011095
1958,Andre Rodgers,Giants,22,70,0.269,60,0,-3.4,-1.1,-0.2,23,1011095
1973,Andre Thornton,Cubs,17,42,0.299,76,0,-1.1,1.5,0.2,23,1013037
2012,Andrelton Simmons,Braves,49,182,0.324,103,0.7,1.3,13.2,2.1,22,10847
2013,Andrelton Simmons,Braves,157,658,0.303,91,-2.6,-9,31.6,4.5,23,10847
2004,Andres Blanco,Royals,19,67,0.352,107,0.2,0.8,3.4,0.6,20,1907
2006,Andres Blanco,Royals,33,96,0.269,56,-0.7,-6.1,3.6,0.1,22,1907
2005,Andres Blanco,Royals,26,86,0.202,11,-0.1,-9.4,-1.4,-0.8,21,1907
1977,Andres Mora,Orioles,77,241,0.312,97,0.1,-0.7,-6.9,0.1,22,1009136
1976,Andres Mora,Orioles,73,238,0.281,84,0.2,-4,-3.9,-0.1,21,1009136
1978,Andres Mora,Orioles,76,246,0.277,74,-0.4,-7.5,2,0.2,23,1009136
1990,Andres Santana,Giants,6,2,0,-100,0,-0.5,-0.9,-0.1,22,1011437
1986,Andres Thomas,Braves,102,335,0.279,64,-1.6,-15.5,8.4,0.4,22,1012962
1987,Andres Thomas,Braves,82,343,0.259,48,-1.1,-23.7,0.3,-1.1,23,1012962
1985,Andres Thomas,Braves,15,19,0.25,47,0,-1.1,-0.8,-0.1,21,1012962
2010,Andrew Cashner,Cubs,53,3,0,-100,0,-0.8,0.3,0,23,8782
2014,Andrew Heaney,Marlins,7,9,0.111,-40,0,-1.4,0.9,0,23,15423
2009,Andrew McCutchen,Pirates,108,493,0.363,122,4.6,17.9,0.4,3.4,22,9847
2010,Andrew McCutchen,Pirates,154,653,0.359,124,5.8,24.4,-11.3,3.5,23,9847
2008,Andrew Miller,Marlins,29,32,0.06,-81,0,-7.3,3.4,-0.3,23,6785
2007,Andrew Miller,Tigers,13,5,0,-100,0,-1.4,0.5,-0.1,22,6785
2010,Andrew Oliver,Tigers,5,2,0,-100,0,-0.5,0.2,0,22,10257
2000,Andruw Jones,Braves,161,729,0.387,127,1.5,28.7,27.5,7.7,23,96
1999,Andruw Jones,Braves,162,679,0.365,112,-0.6,10.8,38.5,6.9,22,96
1998,Andruw Jones,Braves,159,631,0.353,113,3.7,14,37.4,7,21,96
1997,Andruw Jones,Braves,153,467,0.329,96,-0.7,-2.9,24.8,3.7,20,96
1996,Andruw Jones,Braves,31,113,0.303,79,0.6,-2.4,-0.7,0,19,96
1993,Andujar Cedeno,Astros,149,569,0.333,106,-1,3.3,5.6,2.9,23,1002099
1991,Andujar Cedeno,Astros,67,264,0.303,92,-0.4,-2.7,-11.4,-0.5,21,1002099
1992,Andujar Cedeno,Astros,71,238,0.232,45,0.4,-14,-1.5,-0.9,22,1002099
1990,Andujar Cedeno,Astros,7,8,0,-100,0,-2,0.1,-0.2,20,1002099
1991,Andy Ashby,Phillies,8,13,0.076,-66,0,-2.4,1.2,-0.1,23,637
1989,Andy Benes,Padres,10,25,0.28,77,0,-0.6,2.1,0.2,21,1144
1991,Andy Benes,Padres,33,77,0.125,-33,0,-11.6,7,-0.2,23,1144
1990,Andy Benes,Padres,32,68,0.115,-40,0,-11.1,6.3,-0.3,22,1144
1895,Andy Boswell,- - -,12,33,0.276,52,0.1,-2.6,0,-0.1,21,1001221
1905,Andy Bruckmiller,Tigers,1,1,0,-97,0,-0.2,0,0,23,1001575
1953,Andy Carey,Yankees,51,91,0.411,151,0.1,5.8,0.6,1,21,1001943
1954,Andy Carey,Yankees,122,471,0.366,124,-0.6,12.6,7.5,3.6,22,1001943
1955,Andy Carey,Yankees,135,570,0.307,87,-0.2,-9.2,9.7,2.1,23,1001943
1952,Andy Carey,Yankees,16,45,0.18,5,0,-5,-0.8,-0.5,20,1001943
1902,Andy Coakley,Athletics,3,10,0.478,168,-0.1,0.8,0.4,0.2,19,1002372
1903,Andy Coakley,Athletics,6,15,0.19,18,-0.1,-1.5,0.8,0,20,1002372
1906,Andy Coakley,Athletics,22,55,0.183,16,-0.3,-5.1,2.1,-0.2,23,1002372
1905,Andy Coakley,Athletics,35,101,0.164,7,-0.2,-10.1,4.4,-0.3,22,1002372
1904,Andy Coakley,Athletics,8,24,0.083,-44,0,-3.7,0.9,-0.2,21,1002372
1928,Andy Cohen,Giants,129,548,0.331,87,0.4,-9.2,16.1,2.4,23,1002400
1926,Andy Cohen,Giants,32,36,0.276,57,0,-1.9,1,0,21,1002400
1889,Andy Dunning,Alleghenys,2,7,0,-68,0,-1.9,0.5,-0.1,17,1003571
1965,Andy Etchebarren,Orioles,5,6,0.363,134,0,0.2,-0.9,0,22,1003845
1962,Andy Etchebarren,Orioles,2,6,0.302,84,0,-0.1,0.1,0,19,1003845
1966,Andy Etchebarren,Orioles,121,458,0.284,84,-0.2,-8.5,8.2,1.3,23,1003845
2003,Andy Good,Diamondbacks,16,20,0.111,-51,0,-3.9,2.1,-0.1,23,1690
1944,Andy Hansen,Giants,24,14,0.239,37,0,-1,0.8,0,19,1005323
1948,Andy Hansen,Giants,36,29,0.209,11,0,-3.2,1.9,0,23,1005323
1947,Andy Hansen,Giants,27,21,0.178,-6,0,-2.8,1.5,-0.1,22,1005323
1945,Andy Hansen,Giants,23,30,0.028,-93,0,-6.9,1.6,-0.5,20,1005323
1925,Andy Harrington,Tigers,1,1,0,-100,0,-0.3,0,0,22,1005393
1971,Andy Hassler,Angels,6,6,0,-100,0,-1.4,0.4,-0.1,19,1005480
1983,Andy Hawkins,Padres,21,41,0.132,-25,0,-5.9,3.7,-0.1,23,1005514
1982,Andy Hawkins,Padres,15,18,0,-100,0,-4.3,1.5,-0.2,22,1005514
1965,Andy Kosco,Twins,23,58,0.263,63,0,-2.4,0.3,-0.1,23,1007115
1912,Andy Kyle,Reds,9,26,0.405,129,-0.3,0.7,-0.2,0.1,22,1007228
1942,Andy Lapihuska,Phillies,3,7,0.271,64,0,-0.3,0.4,0,19,1007337
1943,Andy Lapihuska,Blue Jays,1,2,0,-100,0,-0.5,0.1,0,20,1007337
1996,Andy Larkin,Marlins,1,2,0,-100,0,-0.6,0.2,0,22,1007345
2007,Andy LaRoche,Dodgers,35,115,0.301,78,1.6,-1.7,0.3,0.2,23,6444
2004,Andy Machado,Reds,17,66,0.335,98,1.3,1.1,-1.9,0.1,23,1853
2003,Andy Machado,Phillies,1,0,0, ,0.2,0.2,0,0,22,1853
2006,Andy Marte,Indians,50,178,0.304,80,-1.4,-6,3,0.3,22,3203
2007,Andy Marte,Indians,20,60,0.243,41,0.6,-3.8,-1.4,-0.3,23,3203
2005,Andy Marte,Braves,24,66,0.204,16,-0.4,-7.4,-5.7,-1.1,21,3203
1969,Andy Messersmith,Angels,42,91,0.205,26,0,-7.7,6.9,0.2,23,1008799
1968,Andy Messersmith,Angels,29,24,0.113,-28,0,-3,1.6,-0.1,22,1008799
1908,Andy O'Connor,Highlanders,1,3,0,-100,0,-0.6,0.1,0,23,1009708
1902,Andy Oyler,Orioles,27,90,0.299,70,0,-3.6,-3.4,-0.4,22,1009928
1943,Andy Pafko,Cubs,13,60,0.395,141,0.2,2.9,-2.1,0.3,22,1009948
1944,Andy Pafko,Cubs,128,512,0.316,89,0.1,-6.5,1.2,1.1,23,1009948
1936,Andy Pilney,Bees,3,2,0,-100,0,-0.6,0,0,23,1010353
1981,Andy Rincon,Cardinals,5,16,0.276,69,0,-0.5,1.2,0.1,22,1010970
1980,Andy Rincon,Cardinals,4,13,0.227,35,0,-1,1,0,21,1010970
1982,Andy Rincon,Cardinals,11,12,0.146,-19,0,-1.6,1,0,23,1010970
1944,Andy Seminick,Blue Jays,22,70,0.285,69,0.4,-2.2,-1,-0.1,23,1011742
1943,Andy Seminick,Blue Jays,22,82,0.267,59,0,-3.7,-0.4,-0.2,22,1011742
2005,Andy Sisco,Royals,67,1,0,-100,0,-0.3,0.1,0,22,3706
1932,Andy Spognardi,Red Sox,17,40,0.35,99,0,-0.1,1.5,0.3,23,1012347
1904,Andy Sullivan,Beaneaters,1,2,0.36,130,0,0,0.1,0,19,1012680
1983,Andy Van Slyke,Cardinals,101,364,0.345,117,1.4,8.5,-0.4,2.1,22,1013363
1984,Andy Van Slyke,Cardinals,137,430,0.326,106,3.6,6.4,-6.3,1.5,23,1013363
2011,Aneury Rodriguez,Astros,43,11,0,-100,0,-2.8,1,-0.1,23,8948
1914,Angel Aragon,Yankees,6,10,0.274,66,0,-0.4,0,0,23,1000286
2001,Angel Berroa,Royals,15,56,0.304,76,0.4,-1.3,1.6,0.2,23,591
2005,Angel Chavez,Giants,10,20,0.253,48,0.2,-1.1,-1.4,-0.2,23,2224
1988,Angel Escobar,Giants,3,3,0.302,97,0,0,0,0,23,1003823
1969,Angel Mangual,Pirates,6,4,0.329,105,0,0,-1,-0.1,22,1008055
1998,Angel Pena,Dodgers,6,13,0.207,22,0,-1.3,1.2,0,23,1010141
1983,Angel Salazar,Expos,36,40,0.233,42,0,-2.7,-0.3,-0.2,21,1011377
1984,Angel Salazar,Expos,80,184,0.173,3,-0.2,-20.4,3,-1.2,22,1011377
2008,Angel Salome,Brewers,3,3,0,-100,0,-0.8,0,-0.1,22,7536
2006,Angel Sanchez,Royals,8,28,0.191,4,0,-3.5,2.7,0,22,3492
2003,Angel Santos,Indians,32,80,0.283,70,0.8,-2.2,-1.1,-0.1,23,214
2001,Angel Santos,Red Sox,9,19,0.186,2,0,-2.3,-0.9,-0.3,21,214
1955,Angelo Dagres,Orioles,8,19,0.243,46,0,-1.2,-1.2,-0.2,20,1002923
2007,Anibal Sanchez,Marlins,6,14,0.178,-3,0,-1.9,1.5,0,23,3284
2006,Anibal Sanchez,Marlins,18,38,0.102,-52,0,-7.6,4.5,-0.2,22,3284
2011,Anthony Bass,Padres,27,6,0,-100,0,-1.5,0.6,-0.1,23,7982
2013,Anthony Gose,Blue Jays,52,153,0.3,85,-1,-3.5,-4.9,-0.4,22,5097
2012,Anthony Gose,Blue Jays,56,189,0.28,70,6.3,-0.2,0.1,0.6,21,5097
2014,Anthony Gose,Blue Jays,94,274,0.279,75,1.6,-6,9.1,1.3,23,5097
2013,Anthony Rendon,Nationals,98,394,0.318,100,1,0.8,1.1,1.5,23,12861
2005,Anthony Reyes,Cardinals,4,4,0,-100,0,-1.1,0.4,-0.1,23,7105
2012,Anthony Rizzo,Cubs,87,368,0.349,117,-1.7,5.7,0.5,1.9,22,3473
2013,Anthony Rizzo,Cubs,160,690,0.325,105,-2.6,1.3,-3.9,1.9,23,3473
2011,Anthony Rizzo,Padres,49,153,0.248,59,-1.2,-8.5,-1.4,-0.5,21,3473
2009,Anthony Swarzak,Twins,12,2,0,-100,0,-0.5,0.2,0,23,7466
1884,Anton Falch,Brewers,5,18,0.103,-100,0,-11.1,-2.1,-1.1,23,1003909
1997,Antone Williamson,Brewers,24,60,0.235,31,-0.4,-5.7,-3.1,-0.7,23,1013972
2009,Antonio Bastardo,Phillies,6,7,0,-100,0,-1.9,0.8,-0.1,23,8844
1996,Antonio Osuna,Dodgers,73,3,0.24,46,0,-0.2,0.3,0,23,249
1995,Antonio Osuna,Dodgers,39,2,0,-100,0,-0.5,0.2,0,22,249
2003,Antonio Perez,Devil Rays,48,147,0.318,92,1.7,0.3,2.3,0.8,23,1708
2001,Aramis Ramirez,Pirates,158,655,0.374,125,-0.8,20.5,6.3,4.7,23,1002
2000,Aramis Ramirez,Pirates,73,274,0.301,71,0,-11,-6,-0.8,22,1002
1998,Aramis Ramirez,Pirates,72,275,0.29,70,-0.4,-11,-7.4,-1,20,1002
1999,Aramis Ramirez,Pirates,18,64,0.233,27,0,-6.3,2.1,-0.2,21,1002
1902,Arch McCarthy,Tigers,10,30,0.115,-25,-0.1,-5.2,1.3,-0.3,21,1008365
2015,Archie Bradley,Diamondbacks,8,14,0.126,-36,-0.4,-2.6,1.5,-0.1,22,12918
1965,Archie Moore,Yankees,9,21,0.522,240,0,3.3,-0.2,0.4,23,1009088
1964,Archie Moore,Yankees,31,25,0.23,44,0,-1.6,-0.1,-0.1,22,1009088
1968,Archie Reynolds,Cubs,7,2,0.673,350,0,0.5,0.1,0.1,22,1010861
1969,Archie Reynolds,Cubs,2,3,0.47,187,0,0.3,0.2,0.1,23,1010861
1932,Archie Wise,White Sox,3,4,0,-100,0,-1.1,0.3,-0.1,19,1014150
2010,Argenis Diaz,Pirates,22,36,0.255,55,-0.6,-2.6,-1.5,-0.3,23,6403
2014,Arismendy Alcantara,Cubs,70,300,0.275,72,2.9,-6.6,1.8,0.5,22,10711
2015,Arismendy Alcantara,Cubs,11,32,0.168,-3,0.9,-3,-1.9,-0.4,23,10711
1935,Arky Vaughan,Pirates,137,610,0.493,194,0.5,73.8,5.5,9.6,23,1013377
1934,Arky Vaughan,Pirates,149,660,0.43,153,1.6,46.5,5.2,7,22,1013377
1933,Arky Vaughan,Pirates,152,655,0.398,146,0.5,35,9.4,6.5,21,1013377
1932,Arky Vaughan,Pirates,129,555,0.362,114,1.9,11.9,8.9,3.7,20,1013377
1883,Arlie Latham,Browns,98,424,0.261,86,0,-9,25,3.2,23,1007371
1880,Arlie Latham,Bisons,22,80,0.148,30,0,-7.2,0.1,-0.4,20,1007371
1895,Arlie Pond,Orioles,7,6,0.424,130,0,0.3,0,0,22,1010430
1896,Arlie Pond,Orioles,28,94,0.283,58,-0.6,-7,3.3,0,23,1010430
1927,Arlie Tarbert,Red Sox,33,78,0.229,23,0,-8.2,-5.1,-1,22,1012828
1928,Arlie Tarbert,Red Sox,6,19,0.218,17,0.2,-1.8,-0.3,-0.1,23,1012828
1911,Armando Marsans,Reds,58,161,0.324,89,0.9,-1.3,-4.3,0,23,1008131
1945,Armando Roche,Senators,2,1,0,-100,0,-0.2,0.1,0,18,1011086
1937,Arnie Moser,Reds,5,5,0,-100,0,-1.4,0,-0.1,21,1009240
2004,Arnie Munoz,White Sox,11,1,0,-100,0,-0.3,0.1,0,22,2111
1954,Arnie Portocarrero,Athletics,34,87,0.162,-20,0,-12,6.7,-0.3,22,1010459
1955,Arnie Portocarrero,Athletics,24,40,0.146,-25,0,-6.1,2.5,-0.2,23,1010459
1912,Arnold Hauser,Cardinals,133,542,0.313,78,1.3,-14.2,9.1,1.4,23,1005501
1910,Arnold Hauser,Cardinals,119,444,0.29,73,-0.3,-14.5,-4.7,-0.4,21,1005501
1911,Arnold Hauser,Cardinals,136,576,0.289,67,1.2,-22.7,7.3,0.4,22,1005501
1966,Arnold Umbach,Braves,22,7,0.263,64,0,-0.3,0.5,0,23,1013275
1964,Arnold Umbach,Braves,1,4,0.181,12,0,-0.4,0.3,0,21,1013275
1997,Arquimedez Pozo,Red Sox,4,17,0.248,39,0,-1.3,0,-0.1,23,1010508
1996,Arquimedez Pozo,Red Sox,21,62,0.226,24,0.2,-6.4,0.2,-0.4,22,1010508
1995,Arquimedez Pozo,Mariners,1,1,0,-100,0,-0.3,0,0,21,1010508
1871,Art Allison,Forest Citys,29,139,0.308,98,0,-0.6,-0.3,0.4,22,1000164
1872,Art Allison,Forest Citys,19,87,0.265,85,0.2,-2.7,-3,-0.1,23,1000164
1904,Art Bader,Browns,2,4,0.18,24,0,-0.3,0,0,17,1000404
1883,Art Benedict,Quakers,3,15,0.27,88,0,-0.3,-0.9,-0.1,21,1000828
1906,Art Brouthers,Athletics,37,160,0.244,54,0,-7.7,-0.9,-0.4,23,1001485
1911,Art Butler,Rustlers,27,76,0.242,33,-0.5,-6.9,-0.5,-0.5,23,1001769
1915,Art Corcoran,Athletics,1,4,0,-100,0,-0.9,0,-0.1,20,1002615
1877,Art Croft,Brown Stockings,54,221,0.234,76,0,-7.9,-2.6,-0.2,22,1002783
1875,Art Croft,Red Stockings,19,75,0.201,72,0.6,-2.7,-3.1,-0.3,20,1002783
1878,Art Croft,Blues,60,227,0.171,48,0,-16.3,-1.6,-0.9,23,1002783
1935,Art Doll,Braves,3,10,0.093,-53,0,-1.9,0.1,-0.1,22,1003367
1936,Art Doll,Bees,1,2,0,-100,0,-0.6,0,0,23,1003367
1932,Art Evans,White Sox,7,7,0.209,17,0,-0.8,0.5,0,20,1003858
1907,Art Fromme,Cardinals,23,59,0.221,42,-0.2,-3.8,2.4,0,23,1004375
1906,Art Fromme,Cardinals,3,9,0.215,39,-0.1,-0.6,0.3,0,22,1004375
1975,Art Gardner,Astros,13,33,0.196,20,0.2,-2.8,0.7,-0.1,22,1004518
1884,Art Hagan,Bisons,3,13,0.284,92,0,-0.2,0.5,0.1,21,1005195
1883,Art Hagan,- - -,19,66,0.1,2,0,-10.4,1.2,-0.6,20,1005195
1929,Art Herring,Tigers,4,14,0.298,60,0,-0.8,1,0.1,23,1005726
1905,Art Hoelskoetter,Cardinals,24,88,0.269,68,-0.3,-3.6,-0.4,-0.1,22,1005894
1906,Art Hoelskoetter,Cardinals,94,330,0.243,56,-1.4,-16.7,4,-0.3,23,1005894
1946,Art Houtteman,Tigers,1,3,0.471,181,0,0.3,0.2,0.1,18,1006066
1947,Art Houtteman,Tigers,23,40,0.301,72,-0.4,-1.7,2.9,0.2,19,1006066
1949,Art Houtteman,Tigers,36,81,0.245,31,0,-7.2,5.6,0.1,21,1006066
1950,Art Houtteman,Tigers,41,109,0.193,-1,0,-15.2,8.2,-0.3,22,1006066
1948,Art Houtteman,Tigers,43,57,0.185,-4,0,-7.6,3.8,-0.2,20,1006066
1945,Art Houtteman,Tigers,13,5,0,-100,0,-1.2,0.3,-0.1,17,1006066
1975,Art James,Tigers,11,41,0.239,39,-0.6,-3.4,-2.4,-0.5,22,1006340
1940,Art Johnson,Bees,2,1,0,-100,0,-0.3,0.1,0,23,1006420
1961,Art Mahaffey,Phillies,36,79,0.151,-16,0,-11.6,6.1,-0.3,23,1007979
1960,Art Mahaffey,Phillies,14,35,0.091,-54,0,-6.4,2.5,-0.3,22,1007979
1905,Art McGovern,Americans,15,50,0.182,17,-0.2,-4.6,-0.5,-0.4,23,1008537
1932,Art McLarney,Giants,9,26,0.161,-10,0,-3.7,0.4,-0.2,23,1008605
1922,Art Merewether,Pirates,1,1,0,-100,0,-0.3,0,0,19,1008781
1916,Art Nehf,Braves,23,44,0.186,17,0.3,-3.3,2,0,23,1009485
1915,Art Nehf,Braves,12,30,0.158,-4,0,-3.3,1.3,-0.1,22,1009485
1910,Art Phelan,Reds,23,50,0.283,71,0.6,-1.1,0.2,0.1,22,1010272
1917,Art Rico,Braves,13,14,0.307,97,-0.1,-0.1,0.3,0.1,21,1010941
1916,Art Rico,Braves,4,4,0,-100,0,-0.8,0.1,-0.1,20,1010941
1912,Art Schwind,Braves,1,2,0.48,167,0,0.1,0,0,22,1011665
